id,movie_name,directors,actors,movie_rating,genre,duration
7717,Fist of Fury 1991 II,Chung-Sing Choh,"Stephen Chow, Josephine Siao, Kenny Bee",6.5,"Action, Comedy",93 min 
7718,Wu fu xing chuang gui,Sammo Kam-Bo Hung,,6.0,"Action, Comedy",94 min 
7719,Xi Zang xiao zi,Biao Yuen,"Biao Yuen, Michelle Reis, Wah Yuen",6.5,"Action, Fantasy",97 min 
7720,The Legend of the Swordsman,Siu-Tung Ching,"Jet Li, Brigitte Lin, Michelle Reis",7.3,"Action, Fantasy",112 min 
7721,3 Ninjas,Jon Turteltaub,"Victor Wong, Michael Treanor, Max Elliott Slade",5.1,"Action, Comedy, Family",84 min 
7722,Aces: Iron Eagle III,John Glen,"Louis Gossett Jr., Rachel McLish, Paul Freeman",3.3,"Action, Drama",98 min 
7723,Adventures in Spying,Hil Covington,"Bernie Coulson, Jill Schoelen, G. Gordon Liddy",4.3,"Action, Comedy",92 min 
7724,Batman Returns,Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer",7.0,Action,126 min 
7725,Bloodlust,Jon Hewitt,"Big Bad Ralph, Kelly Chapman, Max Crawdaddy",3.1,"Action, Horror",85 min 
7726,Blue Ice,Russell Mulcahy,"Michael Caine, Sean Young, Ian Holm",5.1,"Action, Mystery, Thriller",105 min 
7727,The Bodyguard,Mick Jackson,"Kevin Costner, Whitney Houston, Gary Kemp",6.1,"Action, Drama, Music",129 min 
7728,Buffy the Vampire Slayer,Fran Rubel Kuzui,"Kristy Swanson, Donald Sutherland, Paul Reubens",5.5,"Action, Comedy, Fantasy",86 min 
7729,CIA Code Name: Alexa,Joseph Merhi,"Kathleen Kinmont, Lorenzo Lamas, O.J. Simpson",4.1,"Action, Thriller, Adventure",93 min 
7730,Carry on Columbus,Gerald Thomas,"Jim Dale, Bernard Cribbins, Maureen Lipman",2.8,"Action, Adventure, Comedy",91 min 
7731,Dark Vengeance,Faruque Ahmed,"Jay Roberts Jr., Denice Duff, John Croshaw",2.6,"Action, Sci-Fi",92 min 
7732,Deadly Bet,Richard W. Munchkin,"Jeff Wincott, Steven Vincent Leigh, Charlene Tilton",5.0,Action,92 min 
7733,Deep Cover,Bill Duke,"Laurence Fishburne, Jeff Goldblum, Lira Angel",6.9,"Action, Crime, Thriller",107 min 
7734,Delta Heat,Michael Fischa,"Anthony Edwards, Lance Henriksen, Betsy Russell",5.1,"Action, Drama",91 min 
7735,Desert Kickboxer,Isaac Florentine,"John Newton, Paul L. Smith, Judie Aronson",3.7,"Action, Drama, Western",86 min 
7736,Doctor Mordrid,Albert Band,"Jeffrey Combs, Yvette Nipar, Jay Acovone",6.0,"Action, Fantasy, Horror",74 min 
7737,Double Trouble,John Paragon,"Peter Paul, David Paul, Roddy McDowall",3.7,"Action, Comedy, Crime",86 min 
7738,Final Impact,Joseph Merhi,"Lorenzo Lamas, Kathleen Kinmont, Michael Worth",4.7,"Action, Drama",99 min 
7739,Freejack,Geoff Murphy,"Emilio Estevez, Mick Jagger, Rene Russo",5.3,"Action, Crime, Sci-Fi",110 min 
7740,Dr. Lamb,Danny Lee,"Danny Lee, Simon Yam, Kent Cheng",6.1,"Action, Crime, Horror",89 min 
7741,Gladiator,Rowdy Herrington,"Cuba Gooding Jr., Brian Dennehy, James Marshall",6.4,"Action, Drama, Sport",101 min 
7742,Hostage,Robert Young,"Sam Neill, Talisa Soto, James Fox",5.0,"Action, Drama, Thriller",98 min 
7743,Hostage,Robert Young,"Sam Neill, Talisa Soto, James Fox",5.0,"Action, Drama, Thriller",98 min 
7744,Illicit Behavior,Worth Keeter,"Robert Davi, Joan Severance, Jack Scalia",5.1,"Action, Thriller",101 min 
7745,Ironheart,Robert Clouse,"Britton K. Lee, Bolo Yeung, Richard Norton",3.2,"Action, Crime, Drama",92 min 
7746,Police Story 3: Supercop,Stanley Tong,"Jackie Chan, Michelle Yeoh, Maggie Cheung",6.9,"Action, Comedy, Crime",91 min 
7747,Juice,Ernest R. Dickerson,"Omar Epps, Tupac Shakur, Jermaine 'Huggy' Hopkins",7.1,"Action, Crime, Drama",95 min 
7748,Kickboxer 3: The Art of War,Rick King,"Sasha Mitchell, Dennis Chan, Richard Comar",3.8,"Action, Sport, Thriller",92 min 
7749,Kuffs,Bruce A. Evans,"Christian Slater, Milla Jovovich, Ric Roman Waugh",5.8,"Action, Comedy, Crime",102 min 
7750,Lady Dragon,David Worth,"Cynthia Rothrock, Richard Norton, Robert Ginty",4.7,"Action, Drama",97 min 
7751,Hard Boiled,John Woo,"Yun-Fat Chow, Tony Chiu Wai Leung, Teresa Mo",7.9,"Action, Crime, Drama",128 min 
7752,The Last of the Mohicans,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means",7.8,"Action, Adventure, Drama",112 min 
7753,Leather Jackets,Lee Drysdale,"D.B. Sweeney, Bridget Fonda, Judi Trevor",4.0,"Action, Drama",90 min 
7754,Lethal Weapon 3,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci",6.7,"Action, Crime, Thriller",118 min 
7755,Live Wire,Christian Duguay,"Pierce Brosnan, Ron Silver, Ben Cross",5.6,"Action, Drama, Thriller",85 min 
7756,Royal Tramp,Jing Wong,"Stephen Chow, Sharla Cheung, Chingmy Yau",7.2,"Action, Comedy",106 min 
7757,Maximum Force,Joseph Merhi,"Sam J. Jones, Sherrie Rose, Jason Lively",4.4,Action,90 min 
7758,Mission of Justice,Steve Barnett,"Jeff Wincott, Brigitte Nielsen, Luca Bercovici",5.7,Action,91 min 
7759,Mo' Money,Peter MacDonald,"Damon Wayans, Stacey Dash, Marlon Wayans",5.4,"Action, Comedy, Crime",89 min 
7760,Passenger 57,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore",5.8,"Action, Crime, Thriller",84 min 
7761,Patriot Games,Phillip Noyce,"Harrison Ford, Sean Bean, Anne Archer",6.9,"Action, Crime, Drama",117 min 
7762,Pet Sematary II,Mary Lambert,"Edward Furlong, Anthony Edwards, Clancy Brown",4.7,"Action, Horror, Thriller",100 min 
7763,Prey of the Chameleon,Fleming B. Fuller,"Daphne Zuniga, James Wilder, Alexandra Paul",4.9,"Action, Thriller",91 min 
7764,Beyond Justice,Duccio Tessari,"Rutger Hauer, Carol Alt, Omar Sharif",4.4,"Action, Adventure, Drama",113 min 
7765,Pigs,Wladyslaw Pasikowski,"Boguslaw Linda, Marek Kondrat, Cezary Pazura",7.7,"Action, Crime, Drama",104 min 
7766,Rage and Honor,Terence H. Winkless,"Cynthia Rothrock, Richard Norton, Terri Treas",5.1,"Action, Crime, Drama",89 min 
7767,Raiders of the Sun,Cirio H. Santiago,"Richard Norton, William Steis, Henry Strzalkowski",3.8,"Action, Adventure, Sci-Fi",80 min 
7768,Rapid Fire,Dwight H. Little,"Brandon Lee, Powers Boothe, Nick Mancuso",6.2,"Action, Crime, Drama",95 min 
7769,Samurai Vampire Bikers from Hell,Scott Shaw,"Scott Shaw, Kenneth H. Kim, Roger Ellis",7.0,Action,84 min 
7770,Twin Dragons,Ringo Lam,"Jackie Chan, Maggie Cheung, Teddy Robin Kwan",6.4,"Action, Comedy",100 min 
7771,Sidekicks,Aaron Norris,"Chuck Norris, Beau Bridges, Jonathan Brandis",4.8,"Action, Adventure, Comedy",101 min 
7772,Split Second,Tony Maylam,"Rutger Hauer, Kim Cattrall, Alastair Duncan",6.2,"Action, Crime, Horror",90 min 
7773,Stop! Or My Mom Will Shoot,Roger Spottiswoode,"Sylvester Stallone, Estelle Getty, JoBeth Williams",4.0,"Action, Comedy, Romance",87 min 
7774,Street Crimes,Stephen Smoke,"Dennis Farina, Michael Worth, Patricia Zehentmayr",5.3,"Action, Drama",94 min 
7775,Sweet Justice,Alain Paris,"Finn Carter, Frank Gorshin, Marc Singer",3.6,Action,90 min 
7776,Fight Back to School II,Gordon Chan,"Stephen Chow, Sharla Cheung, Man Tat Ng",6.7,"Action, Comedy, Crime",106 min 
7777,Tirangaa,Mehul Kumar,"Raaj Kumar, Nana Patekar, Vikas Anand",7.0,"Action, Thriller",168 min 
7778,Trespass,Walter Hill,"Bill Paxton, Ice-T, William Sadler",6.2,"Action, Thriller",101 min 
7779,Ultraviolet,Mark Griffiths,"Esai Morales, Patricia Healy, Stephen Meadows",5.3,"Action, Thriller",80 min 
7780,Under Siege,Andrew Davis,"Steven Seagal, Gary Busey, Tommy Lee Jones",6.4,"Action, Thriller",103 min 
7781,Universal Soldier,Roland Emmerich,"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker",5.9,"Action, Sci-Fi, Thriller",102 min 
7782,White Sands,Roger Donaldson,"Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke",6.0,"Action, Crime, Drama",101 min 
7783,Wind,Carroll Ballard,"Matthew Modine, Jennifer Grey, Cliff Robertson",6.4,"Action, Drama, Sport",126 min 
7784,Once Upon a Time in China II,Hark Tsui,"Jet Li, Rosamund Kwan, Siu Chung Mok",7.5,"Action, Adventure, Biography",113 min 
7785,Full Contact,Ringo Lam,"Yun-Fat Chow, Simon Yam, Ann Bridgewater",7.2,"Action, Crime, Drama",96 min 
7786,Dragon Inn,Raymond Lee,"Tony Ka Fai Leung, Brigitte Lin, Maggie Cheung",7.4,Action,88 min 
7787,Wicked City,Tai Kit Mak,"Leon Lai, Michelle Reis, Jacky Cheung",5.7,"Action, Horror, Sci-Fi",96 min 
7788,Year of the Comet,Peter Yates,"Penelope Ann Miller, Tim Daly, Louis Jourdan",5.8,"Action, Adventure, Romance",91 min 
7789,American Samurai,Sam Firstenberg,"David Bradley, Mark Dacascos, Valarie Trapp",4.8,Action,94 min 
7790,Angel of Fury,Ackyl Anwari,"Cynthia Rothrock, Chris Barnes, Peter O'Brian",3.7,Action,77 min 
7791,Fifty/Fifty,Charles Martin Smith,"Peter Weller, Robert Hays, Charles Martin Smith",5.7,"Action, Adventure, Comedy",101 min 
7792,Fortress,Stuart Gordon,"Christopher Lambert, Loryn Locklin, Kurtwood Smith",5.8,"Action, Crime, Sci-Fi",95 min 
7793,Frogtown II,Donald G. Jackson,"Robert Z'Dar, Denice Duff, Kelsey",2.7,"Sci-Fi, Action",90 min 
7794,Lethal Ninja,Yossi Wein,"Ross Kettle, Norman Coombes, David Webb",3.2,"Action, Drama",97 min 
7795,Revenge of the Cheetah,Thomas Yip,"Sharla Cheung, Carrie Ng, Donnie Yen",6.0,Action,84 min 
7796,Nemesis,Albert Pyun,"Olivier Gruner, Tim Thomerson, Cary-Hiroyuki Tagawa",5.6,"Action, Sci-Fi, Thriller",95 min 
7797,Out for Blood,Richard W. Munchkin,"Don 'The Dragon' Wilson, Shari Shattuck, Michael DeLano",4.6,Action,90 min 
7798,Parampara,Yash Chopra,"Sunil Dutt, Vinod Khanna, Aamir Khan",5.9,"Action, Drama, Romance",155 min 
7799,Rescue Me,Arthur Allan Seidelman,"Michael Dudikoff, Stephen Dorff, Ami Dolenz",5.4,"Action, Comedy",99 min 
7800,Shadow Force,Ken Lamkin,"Dirk Benedict, Lise Cutter, Lance LeGault",7.2,"Action, Crime, Drama",80 min 
7801,The Swordsman,Michael Kennedy,"Lorenzo Lamas, Claire Stansfield, Michael Champion",3.6,Action,92 min 
7802,To the Death,Darrell Roodt,"John Barrett, Michel Qissi, Robert Whitehead",5.5,Action,90 min 
7803,Moon Warriors,Sammo Kam-Bo Hung,"Andy Lau, Kenny Bee, Anita Mui",6.8,"Action, Adventure, Romance",83 min 
7804,Naked Killer,Clarence Yiu-leung Fok,"Chingmy Yau, Simon Yam, Carrie Ng",6.1,"Action, Crime, Romance",89 min 
7805,Pushed to the Limit,Michael Mileham,"Mimi Lesseos, Eidan Hanzei, Verrel Reed",5.4,"Action, Drama",96 min 
7806,Deewana,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan",6.9,"Action, Comedy, Crime",185 min 
7807,Deewana,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan",6.9,"Action, Comedy, Crime",185 min 
7808,Prison Planet,Armand Gazarian,"James Phillips, Michael M. Foley, Deborah Thompson Duda",2.3,"Sci-Fi, Action",90 min 
7809,Dragon Ball Z: Super Android 13,Daisuke Nishio,"Sean Schemmel, Stephanie Nadolny, Christopher Sabat",7.5,"Animation, Action, Sci-Fi",46 min 
7810,Drohi,Gurdip Singh,"Nagarjuna Akkineni, Urmila Matondkar, Danny Denzongpa",6.3,"Action, Thriller, Crime",130 min 
7811,Eye of the Widow,Andrew V. McLaglen,"Mike Marshall, Benjamin Feitelson, Richard Young",3.5,"Action, Adventure, Crime",95 min 
7812,They Call Me Macho Woman!,Patrick G. Donahue,"Debra Sweaney, Brian Oldfield, Sean P. Donahue",4.2,"Action, Comedy",81 min 
7813,Checkered Flag,John Glen,"Billy Campbell, Rob Estes, Amanda Wyss",5.1,"Action, Drama",95 min 
7814,Cop Target,Umberto Lenzi,"Robert Ginty, Barbara Bingham, Charles Napier",4.2,"Action, Crime, Thriller",89 min 
7815,Cover-Up,Manny Coto,"Dolph Lundgren, Louis Gossett Jr., Lisa Berkley",4.2,"Action, Thriller",90 min 
7816,Deathstalker IV: Match of Titans,Howard R. Cohen,"Rick Hill, Maria Ford, Brett Baxter Clark",3.3,"Action, Adventure, Fantasy",85 min 
7817,Dream Machine,Lyman Dayton,"Bill Glasmann, Randall England, Tracy Fraim",5.2,"Action, Comedy, Crime",88 min 
7818,Dune Warriors,Cirio H. Santiago,"David Carradine, Rick Hill, Luke Askew",3.7,"Action, Adventure, Sci-Fi",80 min 
7819,Armour of God 2: Operation Condor,Jackie Chan,"Jackie Chan, Carol 'Do Do' Cheng, Eva Cobo",7.2,"Action, Adventure, Comedy",80 min 
7820,Firehead,Peter Yuval,"Christopher Plummer, Chris Lemmon, Brett Porter",3.0,"Action, Sci-Fi, Thriller",88 min 
7821,Flight of the Intruder,John Milius,"Danny Glover, Willem Dafoe, Brad Johnson",5.7,"Action, Romance, War",115 min 
7822,Killer Tomatoes Strike Back!,John De Bello,"Debi Fares, Rick Rockwell, John Witherspoon",3.2,"Action, Comedy, Horror",87 min 
7823,The Last Match,Fabrizio De Angelis,"Oliver Tobias, Ernest Borgnine, Charles Napier",4.7,Action,95 min 
7824,Holy Virgin vs. The Evil Dead,Chin-Ku Lu,,5.4,"Action, Comedy, Horror",92 min 
7825,Payback,Russell Solberg,"Michael Ironside, Don Swayze, Teresa Blake",4.8,"Action, Crime, Drama",94 min 
7826,Steel and Lace,Ernest D. Farino,"Clare Wren, Bruce Davison, Stacy Haiduk",5.1,"Action, Horror, Sci-Fi",92 min 
7827,Once a Thief,John Woo,"Leslie Cheung, Yun-Fat Chow, Cherie Chung",6.8,"Action, Comedy, Crime",103 min 
7828,Akayla,Ramesh Sippy,"Amitabh Bachchan, Jackie Shroff, Amrita Singh",5.1,"Action, Drama, Thriller",180 min 
7829,American Kickboxer,Frans Nel,"John Barrett, Keith Vitali, Terry Norton",3.4,"Action, Sport",92 min 
7830,American Shaolin,Lucas Lowe,"Trent Bushey, Kim Chan, Reese Madigan",5.8,Action,106 min 
7831,Backdraft,Ron Howard,"Kurt Russell, William Baldwin, Robert De Niro",6.7,"Action, Crime, Drama",137 min 
7832,Beastmaster 2: Through the Portal of Time,Sylvio Tabet,"Marc Singer, Kari Wuhrer, Sarah Douglas",3.7,"Fantasy, Action, Adventure",107 min 
7833,Billy Bathgate,Robert Benton,"Dustin Hoffman, Nicole Kidman, Loren Dean",5.9,"Action, Crime, Drama",106 min 
7834,Until the End of the World,Wim Wenders,"William Hurt, Solveig Dommartin, Pietro Falcone",6.9,"Action, Drama, Sci-Fi",158 min 
7835,Hei mao,Stephen Shin,"Jade Leung, Simon Yam, Thomas Lam",5.8,"Action, Crime, Drama",91 min 
7836,Blonde Fist,Frank Clarke,"Margi Clarke, Carroll Baker, Ken Hutchison",5.1,"Action, Drama, Sport",102 min 
7837,Bloodmatch,Albert Pyun,"Thom Mathews, Hope Marie Carlton, Marianne Taylor",6.4,Action,86 min 
7838,Blue Tornado,Antonio Bido,"Dirk Benedict, Ted McGinley, Patsy Kensit",4.3,"Action, Sci-Fi, Thriller",87 min 
7839,Born to Ride,Graham Baker,"John Stamos, John Stockwell, Teri Polo",5.0,Action,89 min 
7840,Breathing Fire,Lou Kennedy,"Jonathan Ke Quan, Eddie Saavedra, Ed Neil",5.4,Action,74 min 
7841,Caged Women,Leandro Lucchetti,"Pilar Orive, Isabel Libossart, Elena Wiedermann",5.2,"Action, Adventure, Drama",87 min 
7842,Cai shu zhi heng sao qian jun,Siu-Tung Ching,"Jacky Cheung, Siu-Tung Ching, Paul Chun",6.3,"Action, Adventure, Comedy",100 min 
7843,Capital Punishment,David Huey,"Gary Daniels, David Carradine, Tadashi Yamashita",3.4,Action,89 min 
7844,Chains of Gold,Rod Holcomb,"John Travolta, Marilu Henner, Joey Lawrence",5.0,"Action, Crime, Drama",95 min 
7845,Company Business,Nicholas Meyer,"Gene Hackman, Mikhail Baryshnikov, Kurtwood Smith",5.6,"Action, Comedy, Crime",98 min 
7846,Delta Force 3: The Killing Game,Sam Firstenberg,"Nick Cassavetes, Eric Douglas, Mike Norris",2.7,"Action, Adventure",97 min 
7847,Diplomatic Immunity,Peter Maris,"Bruce Boxleitner, Billy Drago, Tom Bresnahan",4.4,"Action, Drama",95 min 
7848,Do or Die,Andy Sidaris,"Pat Morita, Erik Estrada, Dona Speir",3.3,"Action, Adventure, Comedy",97 min 
7849,Double Impact,Sheldon Lettich,"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw",5.4,"Action, Comedy, Crime",110 min 
7850,F/X2,Richard Franklin,"Bryan Brown, Brian Dennehy, Rachel Ticotin",5.7,"Action, Thriller",108 min 
7851,Frame Up,Paul Leder,"Wings Hauser, Bobby Di Cicco, Heather Fairfield",4.4,"Action, Drama, Thriller",90 min 
7852,Future Kick,Damian Klaus,"Don 'The Dragon' Wilson, Meg Foster, Chris Penn",3.2,"Action, Sci-Fi",76 min 
7853,Godzilla vs. King Ghidorah,Kazuki Ohmori,"Kosuke Toyohara, Anna Nakagawa, Megumi Odaka",6.6,"Action, Adventure, Drama",100 min 
7854,Guyver,Screaming Mad George,"Greg Joung Paik, Jimmie Walker, Peter Spellos",4.7,"Sci-Fi, Action, Comedy",88 min 
7855,Hangfire,Peter Maris,"Brad Davis, Kim Delaney, Ken Foree",3.6,"Action, Thriller",91 min 
7856,The Hard Way,John Badham,"Michael J. Fox, James Woods, Stephen Lang",6.3,"Action, Comedy, Crime",111 min 
7857,Harley Davidson and the Marlboro Man,Simon Wincer,"Mickey Rourke, Don Johnson, Chelsea Field",6.0,"Action, Crime, Drama",98 min 
7858,Highlander II: The Quickening,Russell Mulcahy,"Christopher Lambert, Sean Connery, Virginia Madsen",4.0,"Action, Adventure, Fantasy",91 min 
7859,The Hitman,Aaron Norris,"Chuck Norris, Michael Parks, Al Waxman",5.3,"Action, Crime, Thriller",95 min 
7860,Hong fu qi tian,Clifton Ko,"Sammo Kam-Bo Hung, Nina Li Chi, Hoi Mang",6.0,"Action, Comedy, Fantasy",93 min 
7861,Hot Shots!,Jim Abrahams,"Charlie Sheen, Cary Elwes, Valeria Golino",6.7,"Action, Comedy",84 min 
7862,Caged Fear,Robert Houston,"Stanley DeSantis, Karen Hensel, Kim Danzer",4.4,"Action, Thriller",100 min 
7863,Caged Fear,Robert Houston,"Stanley DeSantis, Karen Hensel, Kim Danzer",4.4,"Action, Thriller",100 min 
7864,Hudson Hawk,Michael Lehmann,"Bruce Willis, Danny Aiello, Andie MacDowell",5.7,"Action, Adventure, Comedy",100 min 
7865,Hum,Mukul Anand,"Amitabh Bachchan, Rajinikanth, Govinda",6.9,"Action, Crime, Drama",184 min 
7866,The Human Shield,Ted Post,"Michael Dudikoff, Tommy Hinkley, Hanna Azoulay Hasfari",4.5,"Action, Drama, War",88 min 
7867,The Human Shield,Ted Post,"Michael Dudikoff, Tommy Hinkley, Hanna Azoulay Hasfari",4.5,"Action, Drama, War",88 min 
7868,If Looks Could Kill,William Dear,"Richard Grieco, Linda Hunt, Roger Rees",5.6,"Action, Comedy",88 min 
7869,K2,Franc Roddam,"Michael Biehn, Matt Craven, Annie Grindlay",6.2,"Action, Adventure, Drama",104 min 
7870,Karate Cop,Alan Roberts,"Ronald L. Marchini, Carrie Chambers, Michael E. Bristow",2.6,"Action, Sci-Fi",90 min 
7871,Kickboxer 2: The Road Back,Albert Pyun,"Sasha Mitchell, Peter Boyle, Dennis Chan",4.4,"Action, Sport, Thriller",89 min 
7872,The Killing Zone,Addison Randall,"Deron McBee, Armando Silvestre, James Dalesandro",4.2,Action,83 min 
7873,The Last Boy Scout,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field",6.9,"Action, Comedy, Crime",105 min 
7874,Legal Tender,Jag Mundhra,"Robert Davi, Tanya Roberts, Morton Downey Jr.",4.2,"Action, Thriller",95 min 
7875,Leng mian ju ji shou,Woo-Ping Yuen,"Kwok Leung Cheung, Michael Wong, Sharla Cheung",5.5,Action,98 min 
7876,Riki-Oh: The Story of Ricky,Ngai Choi Lam,"Siu-Wong Fan, Mei Sheng Fan, Ka-Kui Ho",7.2,"Action, Comedy, Horror",91 min 
7877,McBain,James Glickenhaus,"Christopher Walken, Maria Conchita Alonso, Michael Joseph DeSare",4.6,"Action, Drama, War",102 min 
7878,New Jack City,Mario Van Peebles,"Wesley Snipes, Ice-T, Allen Payne",6.6,"Action, Crime, Drama",97 min 
7879,Night of the Warrior,Rafal Zielinski,"Robin Antin, Michael Ballew, Andre Rosey Brown",3.1,"Action, Sport",99 min 
7880,Night of the Warrior,Rafal Zielinski,"Robin Antin, Michael Ballew, Andre Rosey Brown",3.1,"Action, Sport",99 min 
7881,Robotrix,Jamie Luk,"Amy Yip, Chikako Aoyama, David Wu",6.0,"Action, Comedy, Crime",94 min 
7882,One Good Cop,Heywood Gould,"Michael Keaton, Rene Russo, Anthony LaPaglia",5.8,"Action, Crime, Drama",114 min 
7883,Out for Justice,John Flynn,"Steven Seagal, William Forsythe, Jerry Orbach",6.0,"Action, Crime, Drama",91 min 
7884,The Perfect Weapon,Mark DiSalle,"Jeff Speakman, John Dye, Mako",5.9,"Action, Drama",83 min 
7885,Point Break,Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey",7.2,"Action, Crime, Thriller",122 min 
7886,Ricochet,Russell Mulcahy,"Denzel Washington, John Lithgow, Ice-T",6.1,"Action, Crime, Drama",102 min 
7887,Ring of Fire,Richard W. Munchkin,"Don 'The Dragon' Wilson, Maria Ford, Vince Murdocco",4.5,"Action, Drama, Sport",100 min 
7888,The Rocketeer,Joe Johnston,"Billy Campbell, Jennifer Connelly, Alan Arkin",6.4,"Action, Adventure, Family",108 min 
7889,Run,Geoff Burrowes,"Patrick Dempsey, Kelly Preston, Ken Pogue",6.1,"Action, Drama, Thriller",91 min 
7890,Rush,Lili Fini Zanuck,"Jason Patric, Jennifer Jason Leigh, Sam Elliott",6.7,"Action, Crime, Drama",120 min 
7891,Saudagar,Subhash Ghai,"Dilip Kumar, Raaj Kumar, Vivek Mushran",6.7,"Action, Drama, Romance",213 min 
7892,Scanners II: The New Order,Christian Duguay,"David Hewlett, Deborah Raffin, Yvan Ponton",5.2,"Action, Horror, Sci-Fi",104 min 
7893,Showdown in Little Tokyo,Mark L. Lester,"Dolph Lundgren, Brandon Lee, Cary-Hiroyuki Tagawa",6.0,"Action, Comedy, Crime",79 min 
7894,Sien lui yau wan III: Do do do,Siu-Tung Ching,"Jacky Cheung, Yiu-Sing Cheung, Choi-Chow Hoh",6.8,"Action, Comedy, Fantasy",104 min 
7895,Star Trek VI: The Undiscovered Country,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley",7.2,"Action, Adventure, Sci-Fi",113 min 
7896,Stone Cold,Craig R. Baxley,"Brian Bosworth, Lance Henriksen, William Forsythe",5.8,"Action, Crime, Drama",92 min 
7897,Suburban Commando,Burt Kennedy,"Hulk Hogan, Christopher Lloyd, Shelley Duvall",4.3,"Action, Comedy, Sci-Fi",90 min 
7898,Prison on Fire II,Ringo Lam,"Yun-Fat Chow, Sung Young Chen, Roy Cheung",7.0,Action,109 min 
7899,Fight Back to School,Gordon Chan,"Stephen Chow, Man Tat Ng, Sharla Cheung",7.2,"Action, Comedy, Crime",100 min 
7900,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,"Paige Turco, David Warner, Michelan Sisti",6.0,"Action, Adventure, Comedy",88 min 
7901,Terminator 2: Judgment Day,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong",8.5,"Action, Sci-Fi",137 min 
7902,A Time to Die,Charles T. Kanganis,"Traci Lords, Jeff Conaway, Richard Roundtree",4.5,"Action, Crime, Drama",95 min 
7903,Toy Soldiers,Daniel Petrie Jr.,"Sean Astin, Wil Wheaton, Keith Coogan",6.5,"Action, Drama, Thriller",111 min 
7904,Trancers II,Charles Band,"Tim Thomerson, Helen Hunt, Megan Ward",5.4,"Action, Sci-Fi",85 min 
7905,V.I. Warshawski,Jeff Kanew,"Kathleen Turner, Jay O. Sanders, Charles Durning",4.8,"Action, Comedy, Crime",89 min 
