"genre","year","actors","movie_name","directors","id","duration","cluster_id"
"Drama, Mystery, Thriller",2011.0,"Dane Cook,Elizabeth Mitchell,Julie Benz,Barbara Hershey,Zach Gilford,Erik Palladino,Kali Hawk,Aja Volkman,Miranda Bailey,Mark Kelly","Answers to Nothing","",2141,"",2141
"Drama, Foreign",2011.0,"Michael Fassbender,Carey Mulligan,James Badge Dale,Nicole Beharie","Shame","Steve McQueen",2142,"101 minutes",2142
"Documentary",2011.0,"","America the Beautiful 2: The Thin Commandments","",2143,"",2143
"Drama, Foreign, Romance",2011.0,"Peter Mullan,Olivia Colman,Eddie Marsan,Paul Popplewell,Samuel Bottomley","Tyrannosaur","",2144,"93 minutes",2144
"Drama, Foreign, Romance",2011.0,"Hassan Kabera,Edouard Bamporiki,Cassandra Freeman,Marc Gwamaka,Hadidja Zaninka,Mutsari Jean","Kinyarwanda","Alrick Brown",2145,"100 minutes",2145
"Drama",2011.0,"Lily Rabe,Jim Cody Williams,Fiona Dourif,Don McManus,Karen Black","Letters from the Big Man","",2146,"115 minutes",2146
"Action, Crime, Drama, Foreign, Thriller",2011.0,"Wagner Moura,Irandhir Santos,Andre Ramiro,Maria Ribeiro,Seu Jorge","Elite Squad: The Enemy Within","",2147,"115 minutes",2147
"Drama, Foreign, History, Music",2011.0,"","Passione","John Turturro",2148,"90 minutes",2148
"Drama, Foreign, Music",2009.0,"Masahiro Motoki,Ryoko Hirosue,Tsutomu Yamazaki,Yo Kimiko,Kazuko Yoshiyuki","Departures","Yojiro Takita",2149,"130 minutes",2149
"Comedy, Drama, Romance",2011.0,"Charlize Theron,Patton Oswalt,Patrick Wilson,Elizabeth Reaser,Jill Eikenberry,Mary Beth Hurt","Young Adult","Jason Reitman",2150,"94 minutes",2150
"Drama, Foreign",2011.0,"Igor Sergeev,Yuriy Tsurilo,Yuliya Aug","Silent Souls","Aleksei Fedorchenko",2151,"77 minutes",2151
"Drama, Foreign, Romance",2011.0,"Alexander Fehling,Miriam Stein,Moritz Bleibtreu,Volker Bruch","Young Goethe in Love","Philipp Stoelzl",2152,"100 minutes",2152
"Comedy, Romance",2011.0,"Halle Berry,Hilary Swank,Robert De Niro,Michelle Pfeiffer,Jon Bon Jovi,Zac Efron,Sarah Jessica Parker,Ashton Kutcher","New Year's Eve","Garry Marshall",2153,"118 minutes",2153
"Comedy",2011.0,"Jonah Hill,Max Records,Ari Graynor,J.B. Smoove,Sam Rockwell,Landry Bender,Kevin Hernandez","The Sitter","David Gordon Green",2154,"81 minutes",2154
"Documentary, Foreign",2011.0,"","Garbo the Spy","",2155,"88 minutes",2155
"Action, Adventure, Comedy, Crime, Mystery, Thriller",2011.0,"Robert Downey Jr.,Jude Law,Noomi Rapace,Rachel McAdams,Jared Harris,Stephen Fry,Paul Anderson,Kelly Reilly,Eddie Marsan","Sherlock Holmes: A Game of Shadows","Guy Ritchie",2156,"129 minutes",24
"Action, Adventure, Thriller",2011.0,"Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Michael Nyqvist","Mission: Impossible -- Ghost Protocol","Brad Bird",2157,"133 minutes",25
"Crime, Drama, Mystery, Thriller",2011.0,"Rooney Mara,Daniel Craig,Christopher Plummer,Stellan Skarsgard,Robin Wright,Joely Richardson","The Girl with the Dragon Tattoo","David Fincher",2158,"158 minutes",2158
"Drama, Foreign, Thriller",2011.0,"Viggo Mortensen,Michael Fassbender,Keira Knightley,Sarah Gadon,Vincent Cassel","A Dangerous Method","David Cronenberg",2159,"99 minutes",2159
"Foreign, Thriller",2011.0,"Kalki Koechlin,Prashant Prakash,Naseeruddin Shah,Puja Sarup","That Girl in Yellow Boots","Anurag Kashyap",2160,"",2160
"Action, Drama, Foreign, Mystery, Thriller",2011.0,"Gary Oldman,John Hurt,Colin Firth,Ciaran Hinds,Toby Jones,David Dencik","Tinker Tailor Soldier Spy","Tomas Alfredson",2161,"127 minutes",2161
"Action, Adventure, Animation, Family",2011.0,"Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Toby Jones","The Adventures of Tintin","Steven Spielberg",2162,"107 minutes",26
"",2012.0,"Jodie Foster,Kate Winslet,Christoph Waltz,John C. Reilly","Carnage","Roman Polanski",2163,"",2163
"Action, Thriller",2012.0,"Gina Carano,Michael Fassbender,Ewan McGregor,Bill Paxton,Channing Tatum,Antonio Banderas,Michael Douglas","Haywire","Steven Soderbergh",2164,"93 minutes",27
"Documentary, Foreign",2012.0,"","Pina","",2165,"106 minutes",2165
"Drama, Foreign, Thriller",1955.0,"Yves Montand,Charles Vanel","The Wages of Fear","Henri-Georges Clouzot",2166,"148 minutes",2166
"Action, Adventure, Drama, History, War",2012.0,"Terrence Howard,Cuba Gooding Jr.,Bryan Cranston,Joshua Dallas,Daniela Ruah,David Oyelowo,Gerald McRaney,Ne-Yo","Red Tails","Anthony Hemingway",2167,"125 minutes",2167
"Comedy, Drama, Family, Music, Romance",2011.0,"Kenny Wormald,Julianne Hough,Dennis Quaid,Andie MacDowell,Patrick John Flueger,Miles Teller,Ray McKinnon","Footloose","Craig Brewer",2168,"113 minutes",2168
"Drama, Foreign, History",2012.0,"Christian Bale,Ni Ni,Huang Tianyuan,Zhang Xinyi","Flowers of War","",2169,"145 minutes",2169
"Crime, Drama, Foreign, Science Fiction, Thriller",2011.0,"Barbara Valentin,Mascha Rabben,Karl Heinz Vosgerau,Wolfgang Schenck,Ulli Lommel,Adrian Hoven,Joachim Hansen,Kurt Raab,Margit Carstensen,Ingrid Caven","World on a Wire","Rainer Werner Fassbinder",2170,"204 minutes",2170
"Crime, Drama, Thriller",2011.0,"Nicolas Cage,Nicole Kidman,Ben Mendelsohn,Liana Liberato,Cam Gigandet","Trespass","Joel Schumacher",2171,"91 minutes",2171
"Comedy, Drama",2011.0,"Dan Byrd,Richard Jenkins,Emily VanCamp,Adam Goldberg,Billy Lush","Norman","Jonathan Segal",2172,"",2172
"Horror, Mystery, Science Fiction",2011.0,"Mary Elizabeth Winstead,Joel Edgerton,Ulrich Thomsen,Eric Christian Olsen","The Thing","",2173,"103 minutes",2173
"Drama, Indie",2011.0,"Ryan Reynolds,Willem Dafoe,Emily Watson,Carrie-Anne Moss,Julia Roberts,Hayden Panettiere","Fireflies in the Garden","",2174,"108 minutes",2174
"Drama, Foreign, Indie",2011.0,"Rutger Hauer,Michael York,Charlotte Rampling","The Mill and the Cross","Lech Majewski",2175,"92 minutes",2175
"Horror",2011.0,"Chris Smith,Katie Featherston,Sprague Grayden,Lauren Bittner,Chloe Csengery,Brian Boland,Dustin Ingram,Mark Fredrichs","Paranormal Activity 3","Henry Joost,Ariel Schulmani",2176,"83 minutes",2176
"Drama, Foreign, Horror, Mystery, Thriller",2011.0,"Antonio Banderas,Elena Anaya,Blanca Suarez,Jan Cornet,Roberto Alamo,Marisa Paredes","The Skin I Live In","Pedro Almodvar",2177,"117 minutes",2177
"Action, Drama, Sport",2011.0,"Carla Gugino,David Boreanaz,Marley Shelton,Ellen Burstyn,Malachy McCourt,Phyllis Somerville","Mighty Macs","",2178,"102 minutes",28
"Drama, Suspense, Thriller",2011.0,"Kevin Spacey,Paul Bettany,Jeremy Irons,Zachary Quinto,Penn Badgley,Simon Baker,Mary McDonnell,Demi Moore,Stanley Tucci","Margin Call","",2179,"107 minutes",2179
"Crime, Drama, Horror, Mystery, Thriller",2011.0,"Sam Worthington,Jeffrey Dean Morgan,Jessica Chastain,Chloe Grace Moretz,Jason Clarke,Annabeth Gish,Sheryl Lee,Stephen Graham","Texas Killing Fields","Ami Canaan Mann",2180,"105 minutes",2180
"",2011.0,"Jacqui Jackson,Jessica London-Shields,Fawzia Mirza,Marika Engelhardt,Sienna Harris","Jamie and Jessie are Not Together","",2181,"",2181
"Drama, Foreign, Music",2011.0,"Eric Elmosnino,Lucy Gordon,Laetitia Casta,Doug Jones,Anna Mouglalis,Mylene Jampanoi","Gainsbourg: A Heroic Life","",2182,"130 minutes",2182
"Comedy, Drama",2011.0,"Johnny Depp,Aaron Eckhart,Michael Rispoli,Amber Heard,Richard Jenkins,Giovanni Ribisi","The Rum Diary","",2183,"120 minutes",2183
"Drama, Foreign, Horror, Indie",1979.0,"Klaus Kinski,Isabelle Adjani","Nosferatu the Vampyre","",2184,"107 minutes",2184
"Drama, Foreign, History, Mystery, Thriller",2011.0,"Rhys Ifans,Vanessa Redgrave,Joely Richardson,Rafe Spall,Sam Reid,David Thewlis","Anonymous","Roland Emmerich",2185,"130 minutes",2185
"Action, Science Fiction, Thriller",2011.0,"Justin Timberlake,Olivia Wilde,Amanda Seyfried,Vincent Kartheiser,Cillian Murphy,Matt Bomer,Alex Pettyfer,Johnny Galecki","In Time","",2186,"109 minutes",2186
"Action, Crime, Drama, Thriller",2011.0,"Caleb Steinmeyer,Bill Sage,Zulay Henao,Tracy Middendorf","Boy Wonder","",2187,"93 minutes",30
"",2011.0,"Molly Kunz,Tyler Ross,Allison Torem,Matt DeCaro,Sadieh Rifai,Stephen Cone,Matt DeCaro,Cliff Chamberlain,Sadie Rogers,Ann Whitney,Rodney Lee Rogers","The Wise Kids","",2188,"91 minutes",2188
"Drama, Thriller",2011.0,"Elizabeth Olsen,Sarah Paulson,Hugh Dancy,John Hawkes,Brady Corbet","Martha Marcy May Marlene","",2189,"102 minutes",2189
"Drama, Foreign",2011.0,"Emily Watson,Hugo Weaving,Federay Holmes,Lorraine Ashbourne,David Wenham","Oranges and Sunshine","Jim Loach",2190,"100 minutes",2190
"Action, Comedy",2011.0,"Ben Stiller,Eddie Murphy,Casey Affleck,Alan Alda,Matthew,Tea Leoni,Michael Pena,Gabourey Sidibe,Judd Hirsch","Tower Heist","Brett Ratner",2191,"104 minutes",2191
"",2011.0,"Agnes Kittelsen,Henrik Rafaelsen,Joachim Rafaelsen,Maibritt Saerens","Happy Happy","Anne Sewitsky",2192,"",2192
"Action, Science Fiction, Thriller, Western",2011.0,"Daniel Craig,Harrison Ford,Olivia Wilde,Sam Rockwell,Adam Beach,Paul Dano,Keith Carradine","Cowboys & Aliens","John Favreau",2193,"119 minutes",31
"Comedy",2011.0,"Ryan Reynolds,Jason Bateman,Leslie Mann,Olivia Wilde,Alan Arkin","The Change-Up","David Dobkin",2194,"112 minutes",2194
"Action, Drama, Western",1939.0,"","Stagecoach","",2195,"96 minutes",2195
"Action, Drama, Science Fiction",2011.0,"James Franco,Freida Pinto,John Lithgow,Brian Cox,Tom Felton","Rise of the Planet of the Apes","Rupert Wyatt",2196,"105 minutes",2196
"Comedy, Drama, Romance",2011.0,"Steve Carell,Ryan Gosling,Julianne Moore,Emma Stone,Analeigh Tipton,Jonah Bobo,Joey King,Marisa Tomei,Beth Littleford,John Carroll Lynch,Kevin Bacon","Crazy, Stupid, Love","Glenn Ficarra,John Requa",2197,"118 minutes",2197
"Action, Crime, Drama, Foreign, Thriller, War",2011.0,"Dominic Cooper,Ludivine Sagnier,Mimoun Oaissa,Raad Rawi,Philip Quast","The Devil's Double","Lee Tamahori",2198,"109 minutes",2198
"Crime, Drama, Foreign, Thriller",2011.0,"Andreas Lust,Franziska Weisz,Markus Schleinzer","The Robber","Benjamin Heisenberg",2199,"96 minutes",2199
"Mystery, Suspense, Thriller",2011.0,"Shannyn Sossamon,Tygh Runyan,Dominique Swain,Cliff De Young,Waylon Payne","Road to Nowhere","Monte Hellman",2200,"121 minutes",2200
"Action, Comedy, Crime, Foreign, Thriller",2011.0,"Brendan Gleeson,Don Cheadle,Liam Cunningham,David Wilmot,Rory Keenan,Mark Strong,Fionnula Flanagan","The Guard","",2201,"96 minutes",2201
"Drama",2011.0,"Emma Stone,Viola Davis,Octavia Spencer,Bryce Dallas Howard,Jessica Chastain,Ahna O'Reilly,Allison Janney,Anna Camp,Chris Lowell,Cicely Tyson,Mike Vogel,Sissy Spacek,Mary Steenburgen","The Help","",2202,"146 minutes",2202
"Horror, Thriller",2011.0,"Nicholas D'Agosto,Emma Bell,Miles Fisher,Ellen Wroe,P.J. Byrne,Arlen Escarpeta,David Koechner,Courtney B. Vance,Tony Todd","Final Destination 5","Steven Quale",2203,"95 minutes",2203
"Documentary",2011.0,"","The Interrupters","Steve James",2204,"125 minutes",2204
"Drama, Indie",2011.0,"Miranda July,Hamish Linklater,David Warshofsky,Joe Putterlik,Isabella Acres","The Future","",2205,"91 minutes",2205
"Action, Drama, Thriller",2011.0,"Rachel Weisz,David Strathairn,Nikolaj Lie Kaas,Anna Anissimova,Vanessa Redgrave,Monica Bellucci","The Whistleblower","Larysa Kondracki",2206,"112 minutes",2206
"Documentary, Foreign",2011.0,"","Sleep Furiously","Gideon Koppel",2207,"94 minutes",2207
"Action, Adventure, Science Fiction",2011.0,"Shia LaBeouf,Rosie Huntington-Whiteley,Josh Duhamel,John Turturro,Tyrese Gibson,Patrick Dempsey,Frances McDormand,John Malkovich,Kevin Dunn,Julie White,Alan Tudyk,Ken Jeong,Glenn Morshower","Transformers: Dark of the Moon","Michael Bay",2208,"154 minutes",35
"",2011.0,"David  Carr,Bill Keller,Brian Stelter","Page One: A Year Inside the New York Times","Andrew Rossi",2209,"",2209
"Documentary, Foreign",2011.0,"Bern Cohen,Reagan Leonard,Bob Angelini","Project Nim","James Marsh",2210,"93 minutes",2210
"Documentary",2011.0,"","Blank City","Celine Danhier",2211,"94 minutes",2211
"Comedy",2011.0,"Jason Bateman,Kevin Spacey,Jennifer Aniston,Jason Sudeikis,Colin Farrell,Donald Sutherland,Jamie Foxx,Charlie Day,Julie Bowen,Bob Newhart","Horrible Bosses","Seth Gordon",2212,"98 minutes",2212
"Drama",2011.0,"Demian Bichir,Jose Julian,Joaquin Cosio,Delores Heredia,Gabriel Chavarria","A Better Life","Chris Weitz",2213,"98 minutes",2213
"Comedy, Drama, Foreign, Romance",2011.0,"Jacques Gamblin,Sara Forestier,Zinedine Soualem,Carole Franck,Jacques Boudet","The Names of Love","Michel Leclerc",2214,"100 minutes",2214
"Comedy, Family, Romance",2011.0,"Kevin James,Rosario Dawson,Leslie Bibb,Ken Jeong,Donnie Wahlberg,Joe Rogan,Nat Faxon","Zookeeper","",2215,"102 minutes",2215
"Drama, Horror, Science Fiction",2001.0,"Haley Joel Osment,Jude Law,William Hurt,Frances O'Connor,Sam Robards,Brendan Gleeson","A.I. Artificial Intelligence","",2216,"145 minutes",2216
"Adventure, Drama, Family, Fantasy, Science Fiction",2011.0,"Daniel Radcliffe,Rupert Grint,Emma Watson,Helena Bonham-Carter,Robbie Coltrane,Ralph Fiennes,Michael Gambon,Maggie Smith,Gary Oldman,Alan Rickman,David Thewlis","Harry Potter and the Deathly Hallows: Part 2","David Yates",2217,"130 minutes",2217
"Drama, Romance",2011.0,"Lili Bordan,David Guy Levy,Ivan Kamaras","A Love Affair of Sorts","David Guy Levy",2218,"",2218
"Documentary",2011.0,"","Tabloid","Errol Morris",2219,"",2219
"Adventure, Animation, Family",2011.0,"Jim Cummings,John Cleese,Bud Luckey,Craig Ferguson,Jack Boulter,Travis Oates,Kristen Anderson-Lopez,Wyatt Dean Hall,Tom Kenny","Winnie the Pooh","Stephen J. Anderson",2220,"69 minutes",2220
"Drama, Foreign",2011.0,"Gianna Jun,Li Bingbing,Hugh Jackman,Vivian Wu,Jiang Wu,Russell Wong,Coco Chiang,Hu Jingyun","Snow Flower and the Secret Fan","Wayne Wang",2221,"104 minutes",2221
"Drama, Foreign, Science Fiction",1976.0,"David Bowie,Candy Clark,Buck Henry,Rip Torn","The Man Who Fell to Earth","Nicholas Roeg",2222,"138 minutes",2222
"Action, Adventure, Science Fiction, Thriller",2011.0,"Chris Evans,Hayley Atwell,Sebastian Stan,Tommy Lee Jones,Hugo Weaving,Dominic Cooper,Stanley Tucci,Samuel L. Jackson,Toby Jones","Captain America: The First Avenger","Joe Johnston",2223,"124 minutes",2223
"Comedy, Drama, Indie",2011.0,"Jacob Wysocki,Creed Bratton,Bridger Zadina","Terri","Azazel Jacobs",2224,"105 minutes",2224
"Action, Drama",1995.0,"Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Richard Roundtree","Seven","David Fincher",2225,"127 minutes",2225
"Comedy, Romance",2011.0,"Justin Timberlake,Mila Kunis,Patricia Clarkson,Jenna Elfman,Richard Jenkins,Woody Harrelson,Bryan Greenberg","Friends with Benefits","Will Gluck",2226,"109 minutes",2226
"Comedy, Drama",2011.0,"Jenna Fischer,Chris O'Donnell,Daniel Yelsky,Kim Coates,Lesley Ann Warren,Ron Leibman,Brooke Smith,Aida Turturro","A Little Help","",2227,"81 minutes",2227
"Action, Comedy, Foreign, Science Fiction",2011.0,"John Boyega,Jodie Whittaker,Alex Esmail,Luke Treadaway,Simon Howard,Nick Frost","Attack the Block","",2228,"88 minutes",38
"Drama, Foreign, War",2011.0,"Kristin Scott Thomas,Melusine Mayance,Niels Arestrup,Frederic Pierrot,Michel Duchaussoy,Aidan Quinn","Sarah's Key","Gilles Paquet-Brenner",2229,"111 minutes",2229
"Documentary",2011.0,"","The Undefeated","Stephen K. Bannon",2230,"117 minutes",2230
"Drama, Romance, Science Fiction",2011.0,"Brit Marling,William Mapother","Another Earth","Mike Cahill",2231,"92 minutes",2231
"Action, Crime, Drama, Foreign, Romance, Thriller",2011.0,"Sam Riley,Andrea Riseborough,Helen Mirren,John Hurt,Phil Davis,Andy Serkis","Brighton Rock","",2232,"111 minutes",2232
"Comedy",2011.0,"Paul Rudd,Elizabeth Banks,Zooey Deschanel,Emily Mortimer,Kathryn Hahn,Steve Coogan,Rashida Jones,Hugh Dancy,Shirley Knight,Adam Scott","Our Idiot Brother","Jesse Peretz",2233,"90 minutes",2233
"Documentary",2011.0,"","Sholem Aleichem: Laughing in the Darkness","",2234,"93 minutes",2234
"Comedy, Documentary",2011.0,"","Phunny Business: A Black Comedy","John Davies",2235,"81 minutes",2235
"Horror, Thriller",2011.0,"Katie Holmes,Guy Pearce,Bailee Madison,Jack Thompson","Don't Be Afraid of the Dark","Troy Nixey",2236,"99 minutes",2236
"Action, Crime, Drama, Thriller",2011.0,"Helen Mirren,Jesper Christensen,Tom Wilkinson,Ciaran Hinds,Sam Worthington,Jessica Chastain,Marton Csokas","The Debt","John Madden",2237,"113 minutes",2237
"Drama, Foreign, Thriller",2011.0,"Yvan Attal,Anne Consigny,Andre Marcon,Gerard Meylan,Michel Voita","Rapt","",2238,"125 minutes",2238
"Drama, Indie, Thriller",2011.0,"Vera Farmiga,Joshua Leonard,Dagmara Dominczyk,John Hawkes,Norbert Leo Butz,Bill Irwin,Donna Murphy,Taissa Farmiga,McKenzie Turner","Higher Ground","Vera Farmiga",2239,"109 minutes",2239
"Drama, Indie, Romance",2011.0,"Henry Hopper,Mia Wasikowska,Ryo Kase,Schuyler Fisk,Jane Adams,Lusia Strus","Restless","Gus Van Sant",2240,"91 minutes",2240
"Drama, Sport",2011.0,"Brad Pitt,Jonah Hill,Philip Seymour Hoffman,Robin Wright,Chris Pratt,Stephen Bishop,Kerris Dorsey","Moneyball","Bennett Miller",2241,"133 minutes",2241
"Drama, Family",2011.0,"Nathan Gamble,Ashley Judd,Kris Kristofferson,Cozi Zuehlsdorff,Morgan Freeman,Austin Stowell","Dolphin Tale","Charles Martin Smith",2242,"113 minutes",2242
"Documentary",2011.0,"Harry Markopolos,Frank Casey,Neil Chelo,Gaytri Kachroo,Michael Ocrant","Chasing Madoff","",2243,"91 minutes",2243
"Crime, Foreign, Mystery, Thriller",2011.0,"Ludivine Sagnier,Kristin Scott Thomas,Patrick Mille,Guillaume Marquet,Gerald Laroche","Love Crime","Alain Corneau",2244,"104 minutes",2244
"Action, Adventure, Thriller",2011.0,"Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Aden Young","Killer Elite","Gary Mc",2245,"116 minutes",40
"Action, Crime, Foreign, Thriller",2011.0,"Andy Lau,Carina Lau,Li Bingbing,Tony Leung Ka-fai,Chao Deng","Detective Dee and the Mystery of the Phantom Flame","Tsui Hark",2246,"119 minutes",41
"Documentary",2011.0,"","Resurrect Dead: Mystery of the Toynbee Tiles","",2247,"86 minutes",2247
"Action, Crime, Thriller",2011.0,"Gerard Butler,Michael Shannon,Michelle Monaghan,Kathy Baker,Souleymane Sy Savane,Madeline Carroll","Machine Gun Preacher","Marc Forster",2248,"129 minutes",42
"Comedy, Drama",2011.0,"Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,Bryce Dallas Howard,Philip Baker Hall,Anjelica Huston","50/50","Jonathan Levine",2249,"100 minutes",2249
"Thriller",2011.0,"Bruce Davison,Randall Batinkoff,Trevor Morgan,Brooke Peoples,Hallock Beals,Lauren Storm,Art Fox","Munger Road","",2250,"85 minutes",2250
"Documentary",2011.0,"","George Harrison: Living in the Material World","Martin Scorsese",2251,"208 minutes",32
"Drama, Foreign, Romance",2011.0,"Tom Cullen,Chris New,Jonathan Race,Laura Freeman,Jonathan Wright,Loretto Murray","Weekend","",2252,"96 minutes",44
"Comedy, Drama, Foreign",2010.0,"Gerard Depardieu,Gisele Casadesus,Maurane,Claire Maurier,Sophie Guillemin","My Afternoons With Marguerite","Jean Becker",2253,"82 minutes",2253
"Action, Adventure, Comedy",2011.0,"Jesse Eisenberg,Danny McBride,Aziz Ansari,Nick Swardson,Dilshad Vadsaria,Michael Pena,Bianca Kajlich,Fred Ward","30 Minutes or Less","Ruben Fleischer",2254,"83 minutes",2254
"Action, Crime, Foreign, Thriller",2011.0,"Gilles Lellouche,Roschdy Zem,Gerard Lanvin,Elena Anaya,Mireille Perrier,Claire Perot","Point Blank","Fred Cavaye",2255,"84 minutes",2255
"Drama, Romance",2011.0,"Anne Hathaway,Jim Sturgess,Jodie Whittaker,Patricia Clarkson,Rafe Spall,Romola Garai","One Day","Lone Scherfig",2256,"107 minutes",2256
"Documentary, Foreign",2011.0,"","Senna","Asif Kapadia",2257,"106 minutes",2257
"Comedy, Horror",2011.0,"Anton Yelchin,Colin Farrell,Toni Collette,David Tennant,Imogen Poots,Christopher Mintz-Plasse","Fright Night","Craig Gillespie",2258,"106 minutes",2258
"Action, Adventure, Fantasy, Science Fiction, Thriller",2011.0,"Jason Momoa,Stephen Lang,Rose McGowan,Rachel Nichols,Ron Perlman,Leo Howard","Conan the Barbarian","Marcus Nispel",2259,"113 minutes",2259
"Documentary",2011.0,"Ivor David Balding,Laura Balding,Carol Buckley,Willie Theison,Raul Gomez,Scott Blais","One Lucky Elephant","Lisa Leeman",2260,"84 minutes",2260
"Action, Drama, Foreign, Thriller",2011.0,"Patsha Bay Mukana,Manie Malone,Hoji Fortuna,Alex Herbo,Diplome Amekindra","Viva Riva!","",2261,"96 minutes",2261
"Comedy, Drama, Foreign, Indie",1990.0,"","The Match Factory Girl","",2262,"66 minutes",2262
"Drama, Sport",2011.0,"Lucas Black,Robert Duvall,Melissa Leo,Joseph Lyle Taylor,Madison Burge,Deborah Ann Woll,Ezra Proch,Robert Bear","Seven Days in Utopia","Matt Russell",2263,"99 minutes",2263
"Drama",2011.0,"Atsuko Okatsuka,Cory Zacharia,Brett L. Tinnes","littlerock","Mike Ott",2264,"83 minutes",2264
"Action, Comedy, Drama, Romance, Thriller",2011.0,"Rupert Friend,Richard Coyle,Emmanuelle Chriqui,Johnathon Schaech,Val Kilmer,Andy Garcia,Heather Graham","5 Days of War","Renny Harlin",2265,"113 minutes",50
